Date,Stop Ref,Time,Subject,Reason for Stop,Outcome,Outcome Reason,Apparent Age,Gender,Ethnic Appearance Code,EA Group,Self-defined Ethnicity Code,SDE Group,,
19/02/2021,YRZS00101197,18:01:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,30,M                                                 ,2 White - South European                          ,White,M9 Any other mi,Other,,
19/02/2021,YRZS00101194,17:37:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,39,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
19/02/2021,YRZS00101195,19:52:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
19/02/2021,YRZS00101182,10:02:00,Person and Vehicle                                                                                                                                                                                                                                             ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,D Weapons Points & Blades Offences               ,14,M                                                 ,3 Black                                           ,Black,B1 Caribbean,Black,,
19/02/2021,YRZS00101193,17:59:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,38,M                                                 ,1 White - North European                          ,White,W1 British,White,,
20/02/2021,YRZS00101202,11:37:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,35,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
20/02/2021,YRZS00101219,22:47:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),4 Arrested,T Theft Fraud & Counterfeit Offences             ,21,M                                                 ,2 White - South European                          ,White,N2 Situation in,Other,,
20/02/2021,YRZS00101225,22:36:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,29,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
20/02/2021,YRZS00101200,00:38:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,20,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
20/02/2021,YRZS00101227,00:10:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,16,F                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
20/02/2021,YRZS00101201,02:07:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,F                                                 ,2 White - South European                          ,White,M2 White and Bl,Other,,
20/02/2021,YRZS00101204,01:44:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,31,M                                                 ,1 White - North European                          ,White,W9 Any other Wh,White,,
20/02/2021,YRZS00101199,00:10:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,17,M                                                 ,1 White - North European                          ,White,W9 Any other Wh,White,,
20/02/2021,YRZS00101209,16:45:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
20/02/2021,YRZS00101208,16:45:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,25,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
20/02/2021,YRZS00101220,23:48:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,2 White - South European                          ,White,W1 British,White,,
20/02/2021,YRZS00101218,20:08:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,27,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
20/02/2021,YRZS00101214,18:58:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,40,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
20/02/2021,YRZS00101207,16:45:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,25,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
20/02/2021,YRZS00101198,00:48:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,20,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
20/02/2021,YRZS00101211,18:45:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
20/02/2021,YRZS00101213,16:48:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,6 Middle Eastern                                  ,Other,N4 Person decli,Other,,
20/02/2021,YRZS00101221,22:30:00,Vehicle                                                                                                                                                                                                                                                        ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,,V                                                 ,                                                  ,Other,,Other,,
20/02/2021,YRZS00101216,19:23:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,O Other Offence (not listed above),15,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
20/02/2021,YRZS00101217,19:30:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
21/02/2021,YRZS00101243,15:50:00,Vehicle                                                                                                                                                                                                                                                        ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,,V                                                 ,                                                  ,Other,,Other,,
21/02/2021,YRZS00101241,01:45:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),4 Arrested,T Theft Fraud & Counterfeit Offences             ,30,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
21/02/2021,YRZS00101670,20:54:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,21,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
21/02/2021,YRZS00101229,19:47:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,13,M                                                 ,1 White - North European                          ,White,W1 British,White,,
21/02/2021,YRZS00101234,15:40:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,25,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
21/02/2021,YRZS00101235,19:39:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,24,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
21/02/2021,YRZS00101230,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,13,M                                                 ,1 White - North European                          ,White,W1 British,White,,
21/02/2021,YRZS00101228,20:00:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,13,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
21/02/2021,YRZS00101233,19:44:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,13,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
21/02/2021,YRZS00101224,11:02:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,44,M                                                 ,1 White - North European                          ,White,M9 Any other mi,Other,,
21/02/2021,YRZS00101231,19:35:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,19,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
21/02/2021,YRZS00101226,15:54:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,25,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
21/02/2021,YRZS00101232,15:45:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),13 Community resolution,V Violence (inc Common Assault ABH and GBH)      ,29,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
21/02/2021,YRZS00101223,12:00:00,Person                                                                                                                                                                                                                                                         ,F Going equipped (s.1 PACE),1 No further action,Not Applicable                                    ,46,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
21/02/2021,YRZS00101240,01:45:00,Person                                                                                                                                                                                                                                                         ,F Going equipped (s.1 PACE),4 Arrested,T Theft Fraud & Counterfeit Offences             ,33,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
22/02/2021,YRZS00101237,03:26:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,18,M                                                 ,1 White - North European                          ,White,W1 British,White,,
22/02/2021,YRZS00101244,15:45:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),4 Arrested,Z Fireworks Offences                              ,34,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
22/02/2021,YRZS00101242,12:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,28,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
22/02/2021,YRZS00101245,21:40:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
22/02/2021,YRZS00101253,12:30:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,26,M                                                 ,4 Asian                                           ,Asian,A9 Any other As,Asian,,
22/02/2021,YRZS00101381,02:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,28,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
22/02/2021,YRZS00101236,03:44:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,24,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
22/02/2021,YRZS00101238,04:11:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,25,M                                                 ,1 White - North European                          ,White,W2 Irish,White,,
22/02/2021,YRZS00101239,02:10:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,23,M                                                 ,1 White - North European                          ,White,W2 Irish,White,,
23/02/2021,YRZS00101273,17:15:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,25,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
23/02/2021,YRZS00101268,17:20:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),4 Arrested,B Drugs                                           ,35,M                                                 ,1 White - North European                          ,White,W1 British,White,,
23/02/2021,YRZS00101246,00:51:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),13 Community resolution,B Drugs                                           ,27,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
23/02/2021,YRZS00101250,12:28:00,Person and Vehicle                                                                                                                                                                                                                                             ,A Stolen property (s.1 PACE),1 No further action,Not Applicable                                    ,24,F                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
23/02/2021,YRZS00101251,12:25:00,Person and Vehicle                                                                                                                                                                                                                                             ,A Stolen property (s.1 PACE),4 Arrested,T Theft Fraud & Counterfeit Offences             ,23,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
23/02/2021,YRZS00101264,06:15:00,Person                                                                                                                                                                                                                                                         ,A Stolen property (s.1 PACE),4 Arrested,T Theft Fraud & Counterfeit Offences             ,55,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
23/02/2021,YRZS00101252,13:25:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,23,F                                                 ,4 Asian                                           ,Asian,A3 Bangladeshi,Asian,,
23/02/2021,YRZS00101337,20:49:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),13 Community resolution,B Drugs                                           ,22,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
23/02/2021,YRZS00101272,18:40:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),11 Penalty Notice (PND/FPN),B Drugs                                           ,44,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101256,15:25:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),4 Arrested,B Drugs                                           ,21,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101266,22:45:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),12 Postal Charge Requisition / Summons,B Drugs                                           ,21,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101671,15:25:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,20,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
23/02/2021,YRZS00101255,18:25:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,26,M                                                 ,1 White - North European                          ,White,W1 British,White,,
23/02/2021,YRZS00101274,15:50:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,37,M                                                 ,1 White - North European                          ,White,W9 Any other Wh,White,,
23/02/2021,YRZS00101275,15:57:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,35,M                                                 ,1 White - North European                          ,White,W9 Any other Wh,White,,
23/02/2021,YRZS00101267,22:32:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,2 White - South European                          ,White,M9 Any other mi,Other,,
23/02/2021,YRZS00101270,20:35:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,24,M                                                 ,2 White - South European                          ,White,N4 Person decli,Other,,
23/02/2021,YRZS00101532,21:11:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
23/02/2021,YRZS00101291,19:25:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,21,M                                                 ,3 Black                                           ,Black,B2 African,Black,,
23/02/2021,YRZS00101441,22:45:00,Person                                                                                                                                                                                                                                                         ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,21,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101277,19:30:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,17,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101673,15:05:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,29,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
23/02/2021,YRZS00101271,21:30:00,Person and Vehicle                                                                                                                                                                                                                                             ,B Drugs (s.23 Misuse of Drugs Act),1 No further action,Not Applicable                                    ,41,M                                                 ,4 Asian                                           ,Asian,N4 Person decli,Other,,
23/02/2021,YRZS00101262,16:58:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),4 Arrested,D Weapons Points & Blades Offences               ,16,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,MDZS00180771,19:16:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,20,M                                                 ,1 White - North European                          ,White,N4 Person decli,Other,,
23/02/2021,YRZS00101263,16:53:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,2 White - South European                          ,White,O9 Any other et,Other,,
23/02/2021,YRZS00101301,16:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,15,M                                                 ,2 White - South European                          ,White,W9 Any other Wh,White,,
23/02/2021,YRZS00101258,19:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,32,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101260,15:07:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,22,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101259,18:15:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101257,17:05:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,B9 Any other Bl,Black,,
23/02/2021,YRZS00101254,16:00:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,N1 Officer's pr,Other,,
23/02/2021,YRZS00101265,14:45:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,N1 Officer's pr,Other,,
23/02/2021,YRZS00101674,16:39:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,16,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
23/02/2021,YRZS00101290,15:15:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,21,M                                                 ,3 Black                                           ,Black,N4 Person decli,Other,,
23/02/2021,YRZS00101279,16:50:00,Person                                                                                                                                                                                                                                                         ,D Weapons Point & Blades (s.1 PACE s.139 CJ Act),1 No further action,Not Applicable                                    ,18,M                                                 ,4 Asian                                           ,Asian,A9 Any other As,Asian,,
